id	link	headline	p1	pub_date	text_date
69	http://www.breitbart.com/video/2017/09/17/howard-dean-supporters-stick-trump-golf-retweet-little-off/?utm_source=facebook&utm_medium=social	Howard Dean: Supporters Who Stick With Trump After Golf Retweet Are â€˜a Little Offâ€™	Sunday on MSNBC former Vermont Governor and DNC Chair Howard Dean said any supporters who still support President Donald Trump after he retweeted an animated gif that shows him knocking down Hillary Clinton with a golf ball were â€œa little off.â€	2017-09-17	2017-09-17
70	http://www.breitbart.com/big-hollywood/2017/09/17/emmys-preview-best-tv-trump-jabs-stephen-colberts-naked-butt/?utm_source=facebook&utm_medium=social	Emmys Preview: Best of TV, Trump Jabs, and Stephen Colbert Nudity	LOS ANGELES (AP) â€” The 69th prime-time Emmy ceremony will be about winners and losers and more, including politics and a cheeky turn by host Stephen Colbert.	2017-09-17	2017-09-17
71	http://www.breitbart.com/big-government/2017/09/17/exclusive-alabama-poll-roy-moore-leads-luther-strange-13-points/	Exclusive â€” Alabama Poll: Roy Moore Leads Luther Strange by 13 Points	Judge Roy Moore, the conservative candidate in the U.S. Senate GOP primary runoff in Alabama, continues to maintain his commanding lead over the establishment-backed Luther Strange, with a new poll showing the race to be Mooreâ€™s to lose.	2017-09-17	2017-09-17
72	http://www.breitbart.com/california/2017/09/16/daca-eligble-illegal-alien-wanted-for-deportation-accused-sanctuary-murder-in-san-francisco/?utm_source=facebook&utm_medium=social	Illegal Alien Wanted for Deportation Accused of â€˜Sanctuary Murderâ€™ in San Francisco	An 18-year old illegal alien wanted by federal authorities for deportation allegedly stole a gun from a San Francisco police officer, then shot and killed a popular immigrantÂ activist last month.	2017-09-16	2017-09-16
73	http://www.breitbart.com/video/2017/09/17/cotton-trump-told-no-deal-daca/?utm_source=facebook&utm_medium=social	Cotton: Trump Told Me There Is No Deal on DACA	Sunday on NBCâ€™s â€œMeet the Press,â€ Sen, Tom Cotton (R- AR) said President Donald Trump called him a few nights ago to say thereâ€™s no deal with Democrats on the Deferred Action for Childhood Arrivals (DACA) policy.	2017-09-17	2017-09-17
74	http://www.breitbart.com/video/2017/09/17/cotton-dream-act-single-biggest-amnesty-history-u-s/?utm_source=facebook&utm_medium=social	Cotton: The DREAM Act Is â€˜the Single Biggest Amnesty in the History of the U.S.â€™	Sunday on NBCâ€™s â€œMeet the Press,â€ Sen. Tom Cotton (R- AR) said passing the DREAM Act, which includes a pathway to citizenship, would â€œbe the single biggest amnesty in the history of the United States.â€	2017-09-17	2017-09-17
75	http://www.breitbart.com/london/2017/09/17/police-arrested-suspected-refugee-attacker-two-weeks-before-london-terror/?utm_source=facebook&utm_medium=social	Police Arrested Suspected â€˜Refugeeâ€™ Attacker Two Weeks Before London Terror	The alleged â€œrefugeeâ€ teenager held in connection with Fridayâ€™s terror attack in London was arrested just two weeks before the attack, neighbours who knew his foster family have claimed.	2017-09-17	2017-09-17
76	http://www.breitbart.com/video/2017/09/17/bernie-sanders-current-model-democratic-party-obviously-not-working/?utm_source=facebook&utm_medium=social	Bernie Sanders: â€˜The Current Model of the Democratic Party Obviously Is Not Workingâ€™	Sunday on NBCâ€™s â€œMeet the Press,â€ Sen. Bernie Sanders (I-VT) argued the â€œcurrent model of the Democratic Party was â€œnot working.â€	2017-09-17	2017-09-17
77	http://www.breitbart.com/big-journalism/2017/09/17/watch-black-lives-matter-protesters-throw-water-bottles-at-him-scariest-moment-career/	WATCH: Black Lives Matter Protesters Throw Water Bottles at Reporter as He Records â€˜Scariest Momentâ€™ of Career	A reporter looking to interview a group of Black Lives Matter protesters in St. Louis, Missouri, Friday afternoon found himself in a harrowing situation after the protestersÂ became confrontational with him:	2017-09-17	2017-09-17
78	http://www.breitbart.com/big-government/2017/09/17/washington-post-establishment-gears-steve-bannons-war-gop-leadership/?utm_source=facebook&utm_medium=social	Washington Post: Establishment Gears Up for Steve Bannonâ€™s War on the GOP Leadership	If Breitbart Executive Chairman and former White House strategist Stephen K. Bannon aims to wage war against the GOP Establishment for the â€œsoul of the party,â€ Michael Scherer and Matea Gold write at the Washington Post that Republican leadership led by Mitch McConnell and the Chamber ofÂ  Commerce are ready to take up the fight:	2017-09-17	2017-09-17
79	http://www.breitbart.com/sports/2017/09/17/al-sharpton-what-will-happen-espn-fires-jemele-hill-theyre-face-wrath-of-lot-of-us/	Al Sharpton on What Will Happen if ESPN Fires Jemele Hill: â€˜They Are Going to Face the Wrath of a Lot of Usâ€™	Jemele Hill has made herself the eye of a political storm, since sending out a tweet last week in which she called President Trump a â€œwhite supremacist.â€	2017-09-17	2017-09-17
80	http://www.breitbart.com/video/2017/09/17/nikki-haley-continue-reckless-north-korea-will-destroyed/?utm_source=facebook&utm_medium=social	Nikki Haley: If They Continue Being Reckless â€˜North Korea Will Be Destroyedâ€™	Sunday on CNNâ€™s â€œState of the Union, â€ U.S. Ambassador to the United Nations Nikki Haley warned if North Korea kept on with â€œreckless behaviorâ€ it will be destroyed.â€	2017-09-17	2017-09-17
81	http://www.breitbart.com/video/2017/09/17/cnns-ana-navarro-hillary-golf-retweet-trump-jerk-not-president/?utm_source=facebook&utm_medium=social	CNNâ€™s Ana Navarro on Hillary Golf Retweet: Trump Is a â€˜Jerk,â€™ Not a President	Sunday on CNNâ€™s â€œState of the Union,â€ network contributorÂ Ana Navarro called President Donald Trump a â€œjerkâ€ for his retweet an animated gif that shows him knocking down Hillary Clinton with a golf ball.	2017-09-17	2017-09-17
82	http://www.breitbart.com/big-government/2017/09/17/video-ride-operator-falls-ground-trying-rescue-kids-broken-ferris-wheel/?utm_source=facebook&utm_medium=social	VIDEO: Ride Operator Falls to the Ground Trying to Rescue Kids from Broken Ferris Wheel	A ride operator fell to the ground trying to rescue two kids from a malfunctioning Ferris wheel carriage at a Greensboro, North Carolina, fair Friday evening, according to video footage of the incident.	2017-09-17	2017-09-17
83	http://www.breitbart.com/video/2017/09/17/tillerson-trump-open-staying-paris-climate-accord-right-conditions/?utm_source=facebook&utm_medium=social	Tillerson: Trump Open to Staying in Paris Climate Accord, â€˜Under the Right Conditionsâ€™	Sunday on CBSâ€™s â€œFace The Nation,â€ Secretary of State Rex Tillerson said President Donald Trump would be open to remaining in the Paris climate accord.	2017-09-17	2017-09-17
84	http://www.breitbart.com/california/2017/09/17/u-s-prepares-for-nuke-war-after-north-korea-inchon-anniversary-missile-launch/?utm_source=facebook&utm_medium=social	California Wonders if North Korea Will Strike â€” and When	U.S. public health and first responders in California and throughout the West Coast have begunÂ preparing for the impact of a potential nuclear war after North Korea fired a long-range intercontinental ballistic missile (ICBM) over Japan last week in the anniversary ofÂ Americaâ€™s triumphantÂ Inchon LandingÂ in theÂ Korean War.	2017-09-17	2017-09-17
85	http://www.breitbart.com/video/2017/09/17/stephanopoulos-trumps-retweet-golf-ball-knocking-hillary-clinton-alarming/?utm_source=facebook&utm_medium=social	Stephanopoulos: Trumpâ€™s Retweet of Golf Ball Knocking Down Hillary Clinton Is â€˜Alarmingâ€™	Sunday on ABCâ€™s â€œThis Week,â€ host George Stephanopoulos called President Donald Trumpâ€™s retweet an animated gif that shows him knocking down Hillary Clinton with a golf ball â€œalarming.â€	2017-09-17	2017-09-17
86	http://www.breitbart.com/london/2017/09/17/american-female-tourists-acid-attack-marseille/?utm_source=facebook&utm_medium=social	Two American Women Suffer Acid Attack at Marseille Train Station	Two American womenÂ were rushed to hospital on Sunday after a woman sprayed hydrochloric acid in their faces.	2017-09-17	2017-09-17
87	http://www.breitbart.com/video/2017/09/16/trump-the-constitution-is-an-incredible-gift/?utm_source=facebook&utm_medium=social	Trump: The Constitution Is â€˜An Incredible Giftâ€™	During Fridayâ€™s Weekly Address, President Trump discussed Constitution Day and said the Constitutionâ€™s framers gave us â€œan incredible gift: a vision of the sovereign and self-governing people to control their own affairs. And they gave us a Constitutional system that protected our liberties by enshrining the Rule of Law.â€	2017-09-16	2017-09-16
88	http://www.breitbart.com/big-government/2017/09/16/global-organization-recommends-earlier-hormone-treatments-transgender-children/?utm_source=facebook&utm_medium=social	Global Organization Recommends Earlier Hormone Treatments for Transgender Children	A global organization whose focus is endocrinology has released new guidelines that recommend an easing of restrictions on transgender hormone treatments for younger children who claim to be of the opposite biological sex.	2017-09-16	2017-09-16
89	http://www.breitbart.com/video/2017/09/17/dem-rep-schiff-trumps-tweets-juvenile-hurt-stature-whole-country/?utm_source=facebook&utm_medium=social	Dem Rep Schiff: Trumpâ€™s Tweets â€˜Juvenile,â€™ Hurt the â€˜Stature of Our Whole Countryâ€™	Sunday on ABCâ€™s â€œThis Week,â€ Rep Adam Schiff (D-CA) said President Trumpâ€™s retweet of an animated gif that shows Trump knocking down Hillary Clinton with a golf ball was â€œjuvenile.â€	2017-09-17	2017-09-17
90	http://www.breitbart.com/radio/2017/09/16/gorka-trump-getting-rid-people-soon-not-well-served-advisers/?utm_source=facebook&utm_medium=social	Gorka: Trump Will Be â€˜Getting Rid of People Soonâ€™ Because He Is â€˜Not Well-Servedâ€™ by His Advisers	Dr. Sebastian Gorka, former deputyÂ assistant to President Trump and Breitbart News National Security editor, appeared on Breitbart News Saturday to discuss the state of immigration reform and offer a bold prediction that President Trump will soon fire a number of top advisers who have not served him well on national security issues.	2017-09-16	2017-09-16
92	http://www.breitbart.com/texas/2017/09/16/netflixs-narcos-producer-murdered-mexico/?utm_source=facebook&utm_medium=social	Netflixâ€™s â€˜Narcosâ€™ Producer Murdered in Mexico	Organized crime members are believed to be responsible for the murder in Mexico of a producer for the Netflix series,Â Narcos. The producer traveled to Mexico to search for shooting locations for the upcoming season. The fourth season of the show is reported to provide an inside look at the rise of Mexican drug cartels. 	2017-09-16	2017-09-16
93	http://www.breitbart.com/video/2017/09/16/watch-las-vegas-high-school-football-game-ends-brawl-police-break-pepper-spray/?utm_source=facebook&utm_medium=social	Watch: Las Vegas High School Football Game Ends in Brawl, Police Break It Up With Pepper Spray	A football game between two Las Vegas high schoolsÂ got out of hand Friday.	2017-09-16	2017-09-16
94	http://www.breitbart.com/big-government/2017/09/16/ohio-food-stamp-millionaire-found-guilty-of-food-stamp-medicaid-fraud/?utm_source=facebook&utm_medium=social	Ohio â€˜Food Stamp Millionaireâ€™ Found Guilty of Food Stamp, Medicaid Fraud	An Ohio millionaire has been found guilty of welfare fraud in court Friday after he fraudulently collected food stamps and Medicaid benefits.	2017-09-16	2017-09-16
95	http://www.breitbart.com/big-government/2017/09/17/donald-trump-shares-meme-hitting-hillary-clinton-golf-ball/	Donald Trump Shares Meme of Him Hitting Hillary Clinton with a Golf Ball	President Donald Trump retweeted an edited gif showing him hitting former failed presidential candidate Hillary Clinton with a golf ball.	2017-09-17	2017-09-17
96	http://www.breitbart.com/big-government/2017/09/16/stranger-danger-donald-trump-announces-plans-to-campaign-for-big-luther-in-alabama/?utm_source=facebook&utm_medium=social	Stranger Danger: Donald Trump Announces Plans to Campaign for â€˜Big Lutherâ€™ in Alabama	President Donald Trump announced on Twitter Saturday night that he plans to campaign for Luther Strange in Alabama, a seriously risky move that has little to no upside for the struggling president.	2017-09-16	2017-09-16
